0.00000000e+000	8.23368849e-004	
1.05836168e-004	8.95255969e-004	
2.11672335e-004	1.01794607e-003	
3.17508503e-004	1.17562252e-003	
4.23344671e-004	1.35613628e-003	
5.29180838e-004	1.58684918e-003	
6.35017006e-004	1.84529467e-003	
7.40853174e-004	2.11769619e-003	
8.46689341e-004	2.39930500e-003	
9.52525509e-004	2.68861014e-003	
1.05836168e-003	2.98029149e-003	
1.16419784e-003	3.27294185e-003	
1.27003401e-003	3.56632267e-003	
1.37587018e-003	3.89066875e-003	
1.48170635e-003	4.24592291e-003	
1.58754252e-003	4.60217066e-003	
1.69337868e-003	4.95919786e-003	
1.79921485e-003	5.33484795e-003	
1.90505102e-003	5.74855269e-003	
2.01088719e-003	6.16242609e-003	
2.11672335e-003	6.57643630e-003	
2.22255952e-003	7.02354455e-003	
2.32839569e-003	7.61936936e-003	
2.43423186e-003	8.21690027e-003	
2.54006802e-003	8.81579038e-003	
2.64590419e-003	9.41836723e-003	
2.75174036e-003	1.01051484e-002	
2.85757653e-003	1.07919623e-002	
2.96341270e-003	1.14788030e-002	
3.06924886e-003	1.21656660e-002	
3.17508503e-003	1.29732210e-002	
3.28092120e-003	1.38026831e-002	
3.38675737e-003	1.46331162e-002	
3.49259353e-003	1.54643637e-002	
3.59842970e-003	1.64677461e-002	
3.70426587e-003	1.75499444e-002	
3.81010204e-003	1.86322156e-002	
3.91593820e-003	1.97145475e-002	
4.02177437e-003	2.08693225e-002	
4.12761054e-003	2.20884213e-002	
4.23344671e-003	2.33088235e-002	
4.33928288e-003	2.45303345e-002	
4.44511904e-003	2.58192646e-002	
4.55095521e-003	2.72355775e-002	
4.65679138e-003	2.86521677e-002	
4.76262755e-003	3.00689961e-002	
4.86846371e-003	3.15904399e-002	
4.97429988e-003	3.35266613e-002	
5.08013605e-003	3.54699224e-002	
5.18597222e-003	3.74191264e-002	
5.29180838e-003	3.93762179e-002	
5.39764455e-003	4.12246961e-002	
5.50348072e-003	4.30764815e-002	
5.60931689e-003	4.49311651e-002	
5.71515306e-003	4.67884023e-002	
5.82098922e-003	4.85006101e-002	
5.92682539e-003	5.02288200e-002	
6.03266156e-003	5.20015933e-002	
6.13849773e-003	5.38145259e-002	
6.24433389e-003	5.41525808e-002	
6.35017006e-003	5.40980505e-002	
6.45600623e-003	5.43872610e-002	
6.56184240e-003	5.50147914e-002	
